;Visual Properties;;;;;;Labels;;;;Layout;;;;;;Graph Metrics;;;;;;;;;Do Not Edit;;Other Columns;;;;;;;;;;;;;;;;;;
Vertex;Color;Shape;Size;Opacity;Image File;Visibility;Label;Label Fill Color;Label Position;Tooltip;Layout Order;X;Y;Locked?;Polar R;Polar Angle;Degree;In-Degree;Out-Degree;Betweenness Centrality;Closeness Centrality;Eigenvector Centrality;PageRank;Clustering Coefficient;Reciprocated Vertex Pair Ratio;ID;Dynamic Filter;Add Your Own Columns Here;Followed;Followers;Tweets;Favorites;Time Zone UTC Offset (Seconds);Description;Location;Web;Time Zone;Joined Twitter Date (UTC);Custom Menu Item Text;Custom Menu Item Action;Tweeted Search Term?;;;;;
meanmrjones;;;;;http://pbs.twimg.com/profile_images/1322510549020741632/QkrfBC0J_normal.jpg;;;;;"meanmrjones

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;357;291;27206;47433;;;Kingston, Ontario;;;31-10-2020 11:15;Open Twitter Page for This Person;https://twitter.com/meanmrjones;Yes;;;;;
gadflyquebec;;;;;http://pbs.twimg.com/profile_images/2281304775/7yfz97dq0dl99xwk6goy_normal.jpeg;;;;;"gadflyquebec

Ex-gynecologist (gave up her medical
licence in 2015) went from sound
advice on #women's #health to #antiscience
be… https://t.co/BmIZJFIEdr";;;;;;;;;;;;;;;;;;;4990;4006;417645;66626;;"freelance writer, editor, translator (francais-anglais) and semi-geek; omnivorous reader and news junkie lectrice omnivore bilingue";Canada Tiohtiak:ke;https://t.co/BvtEjbzPMK;;17-2-2012 15:21;Open Twitter Page for This Person;https://twitter.com/gadflyquebec;Yes;;;;;
tofgroz;;;;;http://pbs.twimg.com/profile_images/547379943382872064/HSj7ULCN_normal.jpeg;;;;;"tofgroz

RT @EricNaulleau: Nous sommes le
2 mai 2021 et @JoeBiden n’a toujours
pas été arrêté par l’armée contrairement
à ce qu’annonçaient tous les…";;;;;;;;;;;;;;;;;;;588;64;5371;6294;;;;;;15-2-2012 12:51;Open Twitter Page for This Person;https://twitter.com/tofgroz;Yes;;;;;
tikisrose;;;;;http://pbs.twimg.com/profile_images/523976365112963073/0k6KpokU_normal.jpeg;;;;;"tikisrose

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;333;502;187281;133896;;;Ontario,Canada;;;23-4-2011 03:46;Open Twitter Page for This Person;https://twitter.com/tikisrose;Yes;;;;;
marketingbraino;;;;;http://pbs.twimg.com/profile_images/826953823205744640/bNFfEES6_normal.jpg;;;;;"marketingbraino

https://t.co/qY9J1jjkrq Deprogramming
conspiracies 🤔 #neuroscience #QAnon
#qanon #rabbithole";;;;;;;;;;;;;;;;;;;2768;3242;12551;991;;Neuromarketing | Marketing Research | Shopper Insights | Shopper Marketing | NeuroScience| Gender Differences | Keynote Speaker | Consulting | Training;Dallas/Ft. Worth, TX;https://t.co/P6wWggSAGQ;;26-5-2012 15:46;Open Twitter Page for This Person;https://twitter.com/marketingbraino;Yes;;;;;
spectraleviden1;;;;;http://pbs.twimg.com/profile_images/1291594496812228614/4SehQ02d_normal.jpg;;;;;"spectraleviden1

#qAnon and #blueanon are both cults.
Blueanon is just endorsed by establishment
media.";;;;;;;;;;;;;;;;;;;361;29;347;4256;;Pronouns: We / Were;;;;2-8-2020 20:04;Open Twitter Page for This Person;https://twitter.com/spectraleviden1;Yes;;;;;
anik1968;;;;;http://pbs.twimg.com/profile_images/1279888699984150542/b8lnCbzv_normal.jpg;;;;;"anik1968

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;754;1821;262178;267915;;book / movie lover and the World is ours to discover  🇨🇦🌍#resist #teamtrudeau;;;;23-4-2012 00:32;Open Twitter Page for This Person;https://twitter.com/anik1968;Yes;;;;;
genevie45001257;;;;;http://pbs.twimg.com/profile_images/1236459523038199808/1wHZEJWR_normal.jpg;;;;;"genevie45001257

RT @BombshellDAILY: WORSHIPPING
TRUMP WITHOUT ""THE LIE"" NOT ENOUGH
Like any suicide cult, fealty must
be deeply ingrained, and not just
top…";;;;;;;;;;;;;;;;;;;2050;298;16918;15339;;"I'm an FDR Dem who supports another FDR Dem, Bernie Sanders.

Any bots and trolls will be blocked without hesitation.

Putting up with Joe.";Common Tater. Biden trolls X'D;;;11-2-2020 01:37;Open Twitter Page for This Person;https://twitter.com/genevie45001257;Yes;;;;;
jdels2;;;;;http://pbs.twimg.com/profile_images/732253066792046592/yyqs8D5g_normal.jpg;;;;;"jdels2

RT @BombshellDAILY: WORSHIPPING
TRUMP WITHOUT ""THE LIE"" NOT ENOUGH
Like any suicide cult, fealty must
be deeply ingrained, and not just
top…";;;;;;;;;;;;;;;;;;;9311;10128;50069;42375;;1960's singer/songwriter. I follow singer/songwriters, musicians/bands. Taking a break from music to fight for democracy.;;https://t.co/H9Gu4lWbcF;;10-11-2013 23:17;Open Twitter Page for This Person;https://twitter.com/jdels2;Yes;;;;;
georgegboy;;;;;http://pbs.twimg.com/profile_images/1372663418872860673/KAzRvaKB_normal.jpg;;;;;"georgegboy

@MysterySolvent Republican @GOP
#QAnon white terrorism #GOPDomesticTerrorists";;;;;;;;;;;;;;;;;;;1047;156;24990;13182;;"Taíno Mozarabe Sefardita Ghinawen Bantu né à New York. Orbis civis Portoricensis et Helveticus via AFS. PERSONAL VIEWS; NOT FAMILY OR EMPLOYER(S)! πολὐγλωττος";New York, NY;;;5-3-2009 20:12;Open Twitter Page for This Person;https://twitter.com/georgegboy;Yes;;;;;
mysterysolvent;;;;;http://pbs.twimg.com/profile_images/1136401889233231872/6bOjVhWx_normal.jpg;;;;;"mysterysolvent

";;;;;;;;;;;;;;;;;;;63953;126659;88975;298095;;Michigan’s Mystery Solvent. #BidenWon! Followed by all the best people. #MaskUpMichigan #FireChuckTodd #FBR;Michigan, USA;https://t.co/i4CyI8Ie1N;;10-2-2019 21:45;Open Twitter Page for This Person;https://twitter.com/mysterysolvent;No;;;;;
catroussel;;;;;http://pbs.twimg.com/profile_images/592482996134940672/YjVDXElE_normal.jpg;;;;;"catroussel

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;1284;614;13216;144674;;Spending far too much time reflecting on the state of Canadian, Albertan and international politics lately.;Alberta, Canada;;;6-4-2013 03:53;Open Twitter Page for This Person;https://twitter.com/catroussel;Yes;;;;;
rouquinne;;;;;http://pbs.twimg.com/profile_images/1327025365458558977/ICEO8759_normal.jpg;;;;;"rouquinne

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;745;1107;232738;558036;;Renaissance Woman! Fabulously 60-ish! Retweets pics of cute animals! #TeamButterTart #RadicalLiberal #TeamTrudeau #GinNetwork #TeamAstraZeneca;The other London in Canada;;;12-7-2008 20:28;Open Twitter Page for This Person;https://twitter.com/rouquinne;Yes;;;;;
ghostflaneur;;;;;http://pbs.twimg.com/profile_images/1172182669318402048/h--fgVDg_normal.png;;;;;"ghostflaneur

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;2242;1412;52615;246557;;"Drinks tea and knows things.

Emotional support ogre";Canada;;;27-3-2016 18:04;Open Twitter Page for This Person;https://twitter.com/ghostflaneur;Yes;;;;;
baileyscomet_xo;;;;;http://pbs.twimg.com/profile_images/1026353798472597504/vgLfNWl6_normal.jpg;;;;;"baileyscomet_xo

The fact that #Qanon has not come
down hard on @mattgaetz as well
as @mtgreenee for budding up to
him when his coco… https://t.co/R9hFNspI9O";;;;;;;;;;;;;;;;;;;506;180;6613;9974;;🍁Canadian synaesthete who doesn't want US politics to bleed across the border & poison my country with propaganda & hate. 😷 I'm #AtRisk during the pandemic.🍁;Alberta, Canada;https://t.co/YMyV3oul5r;;29-3-2012 06:34;Open Twitter Page for This Person;https://twitter.com/baileyscomet_xo;Yes;;;;;
mtgreenee;;;;;http://pbs.twimg.com/profile_images/1308870088276180992/UUHZ5m5R_normal.jpg;;;;;"mtgreenee

";;;;;;;;;;;;;;;;;;;1497;400086;11935;21341;;Congresswoman for Georgia's 14th CD, Christian, Wife, Mom, Small Business Owner, Proud American, 100% Pro-Life, Pro-Gun, Pro-Trump #MAGA Likes =/= Endorsements;Georgia, USA;;;30-1-2017 13:50;Open Twitter Page for This Person;https://twitter.com/mtgreenee;No;;;;;
mattgaetz;;;;;http://pbs.twimg.com/profile_images/1356066970693677056/YFa5yXJ5_normal.jpg;;;;;"mattgaetz

";;;;;;;;;;;;;;;;;;;2763;1035258;15311;13550;;Florida man. Fiancé. Firebrand. America First.;Order FIREBRAND!;https://t.co/WftU6MprFc;;20-7-2009 20:24;Open Twitter Page for This Person;https://twitter.com/mattgaetz;No;;;;;
gingerbarker24;;;;;http://pbs.twimg.com/profile_images/1010196727452831744/rI4XNr6a_normal.jpg;;;;;"gingerbarker24

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;724;198;6496;10252;;;Windsor, Ontario CANADA🇨🇦;;;24-4-2009 23:18;Open Twitter Page for This Person;https://twitter.com/gingerbarker24;Yes;;;;;
moeyd64;;;;;http://pbs.twimg.com/profile_images/1189905912594649089/U9Hohb4D_normal.jpg;;;;;"moeyd64

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;2644;1417;89392;97087;;UNIFOR National Rep;Bath Ontario;;;9-4-2011 17:09;Open Twitter Page for This Person;https://twitter.com/moeyd64;Yes;;;;;
michaelopielka;;;;;http://pbs.twimg.com/profile_images/378800000411339054/c9eeabe24da8d8c1b3b07e0357fe8111_normal.jpeg;;;;;"michaelopielka

#QAnon, #Kinder­schän­dung und
die Geschichte des Kinderschutzes
@G_der_Gegenwart https://t.co/1Xr5bl6OSP
Gute hist… https://t.co/5yEshASon1";;;;;;;;;;;;;;;;;;;162;913;11232;2090;;Wissenschaftlicher Leiter/Scientific Director, ISÖ - Institut für Sozialökologie gGmbH, Siegburg & Professor of Social Policy, Ernst Abbe University Jena;Jena, Deutschland;https://t.co/BVMYmVrRE7;;27-3-2013 22:34;Open Twitter Page for This Person;https://twitter.com/michaelopielka;Yes;;;;;
lkinvectivity;;;;;http://pbs.twimg.com/profile_images/1271136751814352897/q1M42QME_normal.jpg;;;;;"lkinvectivity

RT @MichaelOpielka: #QAnon, #Kinder­schän­dung
und die Geschichte des Kinderschutzes
@G_der_Gegenwart https://t.co/1Xr5bl6OSP
Gute historis…";;;;;;;;;;;;;;;;;;;240;152;1354;1729;;;;;;24-12-2017 19:00;Open Twitter Page for This Person;https://twitter.com/lkinvectivity;Yes;;;;;
nicolasrobidoux;;;;;http://pbs.twimg.com/profile_images/1032020236407590918/V3Zx800F_normal.jpg;;;;;"nicolasrobidoux

#QAnon = done with just asking
Qs";;;;;;;;;;;;;;;;;;;194;241;73544;117515;;"Thousandth monkey
il/lui
The early bird gets to wait";Montréal;;;28-4-2012 23:15;Open Twitter Page for This Person;https://twitter.com/nicolasrobidoux;Yes;;;;;
aaron_derfel;;;;;http://pbs.twimg.com/profile_images/1205653202227662849/EkkdXqGi_normal.jpg;;;;;"aaron_derfel

";;;;;;;;;;;;;;;;;;;200;24260;11828;15860;;I'm a health-care journalist based in Montreal.;Montreal;;;1-7-2010 01:19;Open Twitter Page for This Person;https://twitter.com/aaron_derfel;No;;;;;
fauchonmathieu;;;;;http://pbs.twimg.com/profile_images/1368891962015809543/fyPkD3Sg_normal.jpg;;;;;"fauchonmathieu

";;;;;;;;;;;;;;;;;;;316;1378;17127;289;;Animateur du balado La Journée Est (Encore) Jeune & accessoirement TES-étoile champion des toutes autres tâches connexes;Rive-Sud represent;https://t.co/OpeF4vbxgl;;30-3-2011 15:07;Open Twitter Page for This Person;https://twitter.com/fauchonmathieu;No;;;;;
paulcha94025901;;;;;http://pbs.twimg.com/profile_images/1334533142963605504/H5HqkHDi_normal.jpg;;;;;"paulcha94025901

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;1212;986;22399;52277;;NDP Staffer of picket fences (for the dim witted right wing nut jobs I am not an actual NDP staffer) #FiretheUCP #Wexitisdead #wexitmorons #RemoveKenney;Alberta, Canada;;;5-11-2018 04:44;Open Twitter Page for This Person;https://twitter.com/paulcha94025901;Yes;;;;;
pattyjoy60;;;;;http://pbs.twimg.com/profile_images/1387337635874713603/eYqB7G9Z_normal.jpg;;;;;"pattyjoy60

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;6947;6871;12387;47015;;There is a lot that needs our attention & commitment. Canadian 🇨🇦 and worried for my 🇺🇲 family! Our world needs more #RandomActsofKindness;Kitchener, Ontario;;;17-4-2011 11:40;Open Twitter Page for This Person;https://twitter.com/pattyjoy60;Yes;;;;;
rlewisgrover;;;;;http://pbs.twimg.com/profile_images/1365824489808826376/8mZG1hUV_normal.jpg;;;;;"rlewisgrover

@KenTremendous I am starting to
feel like the same people who follow
#qanon are also big fans of @elonmusk";;;;;;;;;;;;;;;;;;;29;2;8;17;;My name is R. Lewis Grover and I work in Cryptoeconomics.;Eugene, Oregon;;;31-10-2020 20:15;Open Twitter Page for This Person;https://twitter.com/rlewisgrover;Yes;;;;;
elonmusk;;;;;http://pbs.twimg.com/profile_images/1383184766959120385/MM9DHPWC_normal.jpg;;;;;"elonmusk

";;;;;;;;;;;;;;;;;;;105;52597539;14201;8645;;Technoking of Tesla, Imperator of Mars 😉;;;;2-6-2009 20:12;Open Twitter Page for This Person;https://twitter.com/elonmusk;No;;;;;
kentremendous;;;;;http://pbs.twimg.com/profile_images/1371153763864481793/_vefuX2P_normal.jpg;;;;;"kentremendous

";;;;;;;;;;;;;;;;;;;620;220987;33428;13567;;I am a pension fund monitor for Fremulon Insurance.;Partridge, KS;;;8-6-2009 04:28;Open Twitter Page for This Person;https://twitter.com/kentremendous;No;;;;;
performpukeko;;;;;http://pbs.twimg.com/profile_images/1373693305205051402/gKamOsCP_normal.jpg;;;;;"performpukeko

Some days it just isn't a good
idea to read your local headlines.
But at least there is nothing there
about the fa… https://t.co/T4iMmjySGP";;;;;;;;;;;;;;;;;;;436;189;7843;6678;;Sweet/Kind/Opinionated 😎#PoliticalPukeko #TheatricalPukeko Memoir: 'Confessions of a Convent Gel'  #hEDS #KiwinAz  #BolshyBoomer #PukekoPower;Here;;;3-10-2016 18:05;Open Twitter Page for This Person;https://twitter.com/performpukeko;Yes;;;;;
rpennam;;;;;http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;;;;;"rpennam

@bennyjohnson What a shame these
republicans are causing, still
believing in trump's unrealistic
and fake conspirac… https://t.co/rt6vvkGtE1";;;;;;;;;;;;;;;;;;;10;0;46;21;;;Giulianova;;;11-9-2011 13:57;Open Twitter Page for This Person;https://twitter.com/rpennam;Yes;;;;;
bennyjohnson;;;;;http://pbs.twimg.com/profile_images/1254597522116554754/UZu0Xp6A_normal.jpg;;;;;"bennyjohnson

";;;;;;;;;;;;;;;;;;;1850;323261;50563;15161;;"Love my Family, God and Pipe Tobacco; not necessarily in that order. @tpusa Chief Creative Officer - HOST - The Benny Report @newsmax";WashingtonDC/ New York City;https://t.co/ts60HwBOlZ;;23-6-2008 21:33;Open Twitter Page for This Person;https://twitter.com/bennyjohnson;No;;;;;
dokmz;;;;;http://pbs.twimg.com/profile_images/1824637824/271bc3c77f259befb655d155ecb43e5d11_normal.png;;;;;"dokmz

Rechtsextreme und #QAnon-Anhänger
suchen offenbar Zuflucht auf #Twitch
https://t.co/n7jPXL5kkM";;;;;;;;;;;;;;;;;;;4516;5351;81201;2584;;"newsblog and press review. 
Fascism is not an opinion - fascism is a crime!

#antifa #antiracist #wirsindantifa #nazisraus #fckafd - https://t.co/aAO8xfWKmd";dancin' the revolution;https://t.co/gZbC2NWGpQ;;30-4-2008 15:02;Open Twitter Page for This Person;https://twitter.com/dokmz;Yes;;;;;
germantwitchsup;;;;;http://pbs.twimg.com/profile_images/1202396487650611200/3R021fuK_normal.jpg;;;;;"germantwitchsup

RT @dokmz: Rechtsextreme und #QAnon-Anhänger
suchen offenbar Zuflucht auf #Twitch
https://t.co/n7jPXL5kkM";;;;;;;;;;;;;;;;;;;1;6965;374496;1663;;"Push für kleine Streamer! ♥️ 
👉 ein Projekt von:  @FreezaTwitch";;;;8-10-2019 13:04;Open Twitter Page for This Person;https://twitter.com/germantwitchsup;Yes;;;;;
il_dipendente;;;;;http://pbs.twimg.com/profile_images/1330882256655818753/g-J_wWQW_normal.jpg;;;;;"il_dipendente

RT @il_dipendente: @Zoth2021 Vabbè,
dai! Tutti quelli che stanno mettendo
il like sono pazzarielli stile
#Qanon 😂 Quelli un po’ confusi,
qu…";;;;;;;;;;;;;;;;;;;980;997;15018;11392;;Dobbiamo ragionare, non schierarci: la vita non è una competizione sportiva. Il dualismo è l’oppio dei servi. Mi confronto con tutti per superare i miei limiti.;Pubblica Amministrazione;https://t.co/tlEh2mScPf;;20-11-2020 16:58;Open Twitter Page for This Person;https://twitter.com/il_dipendente;Yes;;;;;
zoth2021;;;;;http://pbs.twimg.com/profile_images/1380058634797912065/dcHtQM2Q_normal.jpg;;;;;"zoth2021

";;;;;;;;;;;;;;;;;;;813;726;4468;10727;;;;;;8-4-2021 07:22;Open Twitter Page for This Person;https://twitter.com/zoth2021;No;;;;;
eventsinfluenc1;;;;;http://pbs.twimg.com/profile_images/1388888479258533888/Xi3URGnI_normal.jpg;;;;;"eventsinfluenc1

RT @allhoff_joachim: #TwitterResearchProject:
#SocialNetworkAnalysis #SNA about
#QAnon Social Network: Influencer
Sentiment &amp; Emotion…";;;;;;;;;;;;;;;;;;;10;9;110;110;;#EventsInfluencer #EventInfluencer #EventProfs #EventTech  #VirtualEvents #MarketingDigital;;;;2-5-2021 09:02;Open Twitter Page for This Person;https://twitter.com/eventsinfluenc1;Yes;;;;;
allhoff_joachim;;;;;http://pbs.twimg.com/profile_images/1363550982882414597/eNTDEhD5_normal.jpg;;;;;"allhoff_joachim

";;;;;;;;;;;;;;;;;;;648;536;1822;144;;"Media Research Institute
#SocialResearch | #MediaResearch | #DataScience | #Photography |";Remseck am Neckar, Deutschland;https://t.co/zZnaUBjUeY;;19-7-2011 11:55;Open Twitter Page for This Person;https://twitter.com/allhoff_joachim;No;;;;;
beverleyabaird1;;;;;http://pbs.twimg.com/profile_images/1358460846762979328/jNf2pXFH_normal.jpg;;;;;"beverleyabaird1

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;290;70;3152;3425;;Cares too much - about education, art, truth, peace, dignity & respect for all. Proud Canadian.;;;;7-2-2021 16:51;Open Twitter Page for This Person;https://twitter.com/beverleyabaird1;Yes;;;;;
albertoemachado;;;;;http://pbs.twimg.com/profile_images/1323219034230444032/dZdxDJNv_normal.jpg;;;;;"albertoemachado

RT @allhoff_joachim: #TwitterResearchProject:
#SocialNetworkAnalysis #SNA about
#QAnon Social Network: Influencer
Sentiment &amp; Emotion…";;;;;;;;;;;;;;;;;;;5801;6633;53668;61846;;"#influencer #CES2021 
#HashtagTeam
#AhoraNodeXLhablaespañol
#EventTech
#MarketingDigital
#SocialMedia 
#DigitalTransformation
#IoT #futureofwork
#ActOnClimate";España;https://t.co/TfBIC8HdWR;;10-6-2011 12:20;Open Twitter Page for This Person;https://twitter.com/albertoemachado;Yes;;;;;
llynneirwin;;;;;http://pbs.twimg.com/profile_images/1361043985356251139/8Ng4ZnPN_normal.jpg;;;;;"llynneirwin

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;871;954;13737;30030;;"462 Days Complete Home Quarantine + going
Wife to @Michael_Vernon
Mental Health, Seniors & Health Care Wkrs. Advocate
#LTC
#ODSPoverty
#PaidSickDaysSaveLives";Oshawa, Ontario, Canada;;;25-7-2009 13:36;Open Twitter Page for This Person;https://twitter.com/llynneirwin;Yes;;;;;
audreyr01775052;;;;;http://pbs.twimg.com/profile_images/1378797883852521474/YOEXtGwW_normal.jpg;;;;;"audreyr01775052

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;212;126;2232;5151;;"Quebec.Ontario,PEI Liberal for life
✌❤ not a bot just starting over";PEI;;;4-4-2021 16:03;Open Twitter Page for This Person;https://twitter.com/audreyr01775052;Yes;;;;;
southflgirl954;;;;;http://pbs.twimg.com/profile_images/1388460742521860100/f5k63cOD_normal.jpg;;;;;"southflgirl954

Just another example of why the
#MAGA #QAnon #GQP is a failure
and not about America or American
values! https://t.co/ZvIOHcu1Gj";;;;;;;;;;;;;;;;;;;297;118;9213;5391;;Country over party! Women of color come in all shades and hues. Each and everyone being equally beautiful and strong.;;;;5-9-2020 20:21;Open Twitter Page for This Person;https://twitter.com/southflgirl954;Yes;;;;;
thomasebrown3;;;;;http://pbs.twimg.com/profile_images/854093200306434049/-rKmO9zQ_normal.jpg;;;;;"thomasebrown3

RT @AnIllicitWriter: QAnon's theories
keep turning out to be wrong, but
that doesn't seem to matter #QAnon
https://t.co/0CrNkfcWyj";;;;;;;;;;;;;;;;;;;0;257;112869;13837;;;;https://t.co/CgDDX9aZL2;;23-7-2016 04:26;Open Twitter Page for This Person;https://twitter.com/thomasebrown3;Yes;;;;;
